"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51"
"Ser_3.3",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,Inf
"Asn_0.0",-2.5e-07,0,-1.5e-07,-2.2e-07,0,0,0,0,0,-0.00018621,0,0,-1.3e-07,-1.7e-07,-1.7e-07,0,-1.5e-07,-8e-08,0,-5.3e-07,-1.1e-07,NA,-3.1e-07,-3.984e-05,-1.1e-07,-1e-07,0,-3e-07,-1.7e-07,-0.0002614,0,0,0,0,-8e-08,-4.139e-05,-3.9e-07,0,0,0,0,0,0,0,0,0,0,0,-5.6e-07,-3.795e-05,0
"Asn_1.1",-0.00472799,0,-0.00198238,-0.00288888,0,0,0,0,0,Inf,0,0,-0.00137212,-0.00613981,-0.00422455,0,-0.00151058,-0.00110878,0,-0.00863048,-0.00398714,NA,-0.0028652,Inf,-0.0028576,-0.00307001,0,-0.00437687,-0.00210386,Inf,0,0,0,0,-0.0008228,Inf,-0.00312303,0,0,0,0,0,0,0,0,0,0,0,-0.00490012,Inf,0
"Asn_2.2",Inf,0,-Inf,Inf,0,0,0,0,0,Inf,0,0,Inf,Inf,Inf,0,Inf,Inf,0,Inf,Inf,NA,Inf,-0.0171318,Inf,Inf,0,Inf,Inf,-0.1834333,0,0,0,0,Inf,-0.01184761,Inf,0,0,0,0,0,0,0,0,0,0,0,Inf,-0.02883339,0
"Asn_3.3",-0.00332044,0,-0.00198562,-0.00182737,0,0,0,0,0,-0.00802877,0,0,-0.00134291,-0.00146693,-0.00119519,0,-0.00170718,-0.00103438,0,-0.01031312,-0.00110423,NA,-0.00521417,3.877e-05,-0.00113526,-0.00154127,0,-0.00440426,-0.00191626,0.00020064,0,0,0,0,-0.00083019,4.118e-05,-0.00632319,0,0,0,0,0,0,0,0,0,0,0,-0.0085245,6.413e-05,0
"Asn_4.4",4.141e-05,0,2.143e-05,3.453e-05,0,0,0,0,0,7.031e-05,0,0,2.043e-05,2.326e-05,2.708e-05,0,2.38e-05,8.86e-06,0,7.471e-05,1.751e-05,NA,4.572e-05,-4.9e-07,1.629e-05,1.752e-05,0,4.806e-05,2.749e-05,-2.95e-06,0,0,0,0,5.46e-06,-2.4e-07,4.791e-05,0,0,0,0,0,0,0,0,0,0,0,8.862e-05,-4.5e-07,0
"Gly_0.0",0,-3.314e-05,0,0,-3.19e-05,0,0,0,0,-3.123e-05,0,0,0,0,-3.267e-05,-3.197e-05,0,0,-3.156e-05,-3.182e-05,0,0,0,-3.157e-05,0,0,0,0,0,-3.151e-05,0,0,0,0,0,-3.16e-05,-3.09e-05,0,-3.178e-05,-3.136e-05,-3.147e-05,0,-3.112e-05,-3.106e-05,-3.154e-05,0,-3.193e-05,0,0,0,-3.146e-05
"Gly_1.1",0,-0.03637028,0,0,-0.06049068,0,0,0,0,-0.097661,0,0,0,0,-0.04273931,-0.05825536,0,0,-0.07509763,-0.06346347,0,0,0,-0.07429902,0,0,0,0,0,-0.07747229,0,0,0,0,0,-0.07295402,-0.14177564,0,-0.0649637,-0.08724384,-0.08009004,0,-0.1095646,-0.11712782,-0.07596116,0,-0.05970388,0,0,0,-0.08038188
"Gly_2.2",0,Inf,0,0,Inf,0,0,0,0,Inf,0,0,0,0,Inf,Inf,0,0,Inf,Inf,0,0,0,Inf,0,0,0,0,0,Inf,0,0,0,0,0,Inf,Inf,0,Inf,Inf,Inf,0,Inf,Inf,Inf,0,Inf,0,0,0,-Inf
"Ala_0.0",NA,6.1e-07,NA,NA,NA,NA,NA,NA,NA,NA,9.3e-07,1.51e-06,NA,NA,NA,3e-07,NA,3.59e-06,NA,NA,NA,-8.463e-05,NA,NA,NA,NA,NA,NA,NA,-0.00446348,NA,NA,1.57e-06,NA,NA,1.57e-06,NA,NA,-3.818e-05,NA,NA,NA,1.58e-06,-7.7e-07,6.6e-07,-0.00625172,NA,6.13e-06,NA,NA,-0.00625913
"Ala_1.0",NA,-0.07145021,NA,NA,NA,NA,NA,NA,NA,NA,-0.10616034,-0.031711,NA,NA,NA,-0.05305281,NA,-0.03784602,NA,NA,NA,-0.08087096,NA,NA,NA,NA,NA,NA,NA,-0.01023095,NA,NA,-0.05215249,NA,NA,-0.04052689,NA,NA,-Inf,NA,NA,NA,-0.03730081,-1.08115634,-0.04864918,-Inf,NA,-0.0204553,NA,NA,Inf
"Ala_1.1",NA,-0.02241435,NA,NA,NA,NA,NA,NA,NA,NA,-0.03085914,-0.06138649,NA,NA,NA,-0.06406778,NA,-0.02602035,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,-0.03700609,NA,NA,-0.06612078,NA,NA,-0.07118867,NA,NA,NA,-0.04570451,-0.08041031,-0.46100301,-Inf,NA,-0.01774877,NA,NA,-Inf
"Ala_2.1",NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,Inf,Inf,NA,NA,NA,Inf,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,Inf,NA,NA,Inf,NA,NA,Inf,NA,NA,NA,Inf,Inf,Inf,-Inf,NA,Inf,NA,NA,Inf
"Ala_2.2",NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,-Inf,NA,NA,NA,-Inf,NA,-Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,-Inf,NA,NA,-Inf,NA,NA,-Inf,NA,NA,NA,-Inf,-Inf,-Inf,Inf,NA,Inf,NA,NA,Inf
"Ala_3.2",NA,-0.00512809,NA,NA,NA,NA,NA,NA,NA,NA,-0.0030903,-0.00389389,NA,NA,NA,-0.00441627,NA,-0.00254847,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,-0.00339939,NA,NA,-0.00304619,NA,NA,-0.00301805,NA,NA,-0.00421495,NA,NA,NA,-0.00354112,-0.00411717,-0.00320463,Inf,NA,-0.00386269,NA,NA,-0.002682
"Orn_0.0",3.2e-07,0,4.4e-07,3.2e-07,4.1e-07,2.9e-07,5e-07,3.6e-07,3.7e-07,2.2e-07,0,0,3.6e-07,0,3.1e-07,0,2.4e-07,0,3.6e-07,0,2.8e-07,3.3e-07,-0.00092654,3.7e-07,2.5e-07,1.4e-07,4.1e-07,-0.00055156,-0.00026365,0,0,3e-07,0,4.2e-07,3.1e-07,0,4.2e-07,2.8e-07,0,3.6e-07,0,2.8e-07,0,0,0,0,3.1e-07,0,-0.00036541,3.4e-07,0
"Orn_1.1",-6.53e-06,1.128e-05,-7.1e-06,-3.99e-06,-1.363e-05,-7.09e-06,-7.12e-06,-7.2e-06,-5.39e-06,-0.00724646,4.8e-06,9.81e-06,-5.08e-06,2.14e-06,-6.38e-06,9.8e-07,-3.46e-06,0,-7.57e-06,1.93e-06,-4.04e-06,-5.6e-06,Inf,-9.43e-06,-2.09e-06,-9.6e-07,-6.06e-06,Inf,Inf,1.515e-05,5.6e-07,-4.56e-06,4.37e-06,-9.91e-06,-3.96e-06,6.78e-06,-6.94e-06,-3.91e-06,5.95e-06,-9.08e-06,1.35e-06,-4.9e-06,8.9e-07,9.4e-07,2.87e-06,1e-08,-7.66e-06,6.83e-06,Inf,-8.84e-06,1.441e-05
"Orn_2.2",-0.03250412,-0.00027505,-0.02341972,-0.02714278,-0.04337457,-0.02178928,-0.04476729,-0.03136373,-0.05101548,Inf,-0.0001642,-5.383e-05,-0.02848548,-0.00015596,-0.06226801,-1.793e-05,-0.03440417,0,-0.09111653,-0.00027872,-0.07521434,-0.04392976,-Inf,-0.02903926,-0.03829216,-0.03284094,-0.04002401,Inf,-Inf,-7.932e-05,-3.004e-05,-0.0264621,-9.623e-05,-0.02769271,-0.24002967,-0.00014489,-0.03018085,-0.03038483,-0.00016212,-0.02517207,-0.0001018,-0.02523568,-1.859e-05,-3.778e-05,-0.00012125,-5.9e-07,-0.024676,-0.0001758,-0.12392708,-0.02633638,-8.133e-05
"Orn_3.3",-Inf,-0.0041372,Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,Inf,-0.00509415,-0.00063426,-Inf,-0.13897852,-Inf,-0.00042424,-Inf,0,-Inf,-0.02586596,-Inf,-Inf,Inf,-Inf,-Inf,Inf,-Inf,Inf,Inf,-0.00096043,-0.03153738,-Inf,-0.00275439,-Inf,-Inf,-0.00213382,-Inf,-Inf,-0.00226049,-Inf,-0.04389352,-Inf,-0.0003029,-0.00048833,-0.00302856,-0.00044612,-Inf,-0.00450697,-0.01035121,-Inf,-0.0010696
"Orn_4.4",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,Inf,Inf,Inf,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Orn_5.5",Inf,-0.00043007,Inf,-0.01558247,Inf,-0.05141463,Inf,-0.0167321,-Inf,-0.00375456,-0.00042152,-7.023e-05,Inf,-0.00064183,-0.0205785,-4.317e-05,Inf,0,Inf,-0.0006197,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,-9.039e-05,-0.00022421,-0.01764063,-0.0002372,Inf,-Inf,-0.000216,-0.01595932,Inf,-0.00021761,-0.05828981,-0.00040329,Inf,-3.32e-05,-5.492e-05,-0.00028887,-4.19e-06,Inf,-0.0003836,-0.00046172,Inf,-0.00010494
"Glu_0.0",-0.0004659,-1.2e-07,1.08e-06,2.16e-06,1.71e-06,2e-06,1.5e-07,1e-07,-1e-08,1.69e-06,-1e-07,-1e-07,1.85e-06,1.85e-06,9.1e-07,-1.1e-07,9.2e-07,-6e-08,1.93e-06,-4e-08,3.1e-07,0,2e-08,0,0,3.34e-06,1.14e-06,1.33e-06,1.37e-06,-8e-08,-3e-08,1.7e-06,-4e-08,4.24e-06,9.3e-07,-1.1e-07,3.3e-07,1.16e-06,-6e-08,2.22e-06,-6e-08,3.5e-07,-8e-08,-1.7e-07,-9e-08,1.03e-06,1.74e-06,-7e-08,-3.063e-05,1.8e-07,-9e-08
"Glu_1.0",-0.0249166,0.00038449,-0.00414354,-0.0206158,-0.04057318,-0.01593186,-0.00585234,-0.00071078,0.00012152,-0.01113921,0.00056991,0.00046779,-0.01533193,-0.00953826,-0.00588903,0.00068182,-0.00578929,0.00033633,-0.01659067,0.00209381,-0.00198469,4.744e-05,5.025e-05,5.29e-06,1.51e-06,-0.01489441,-0.01195914,-0.00740451,-0.00952201,0.00039075,0.00043536,-0.00968039,0.00039356,-0.01538518,-0.01182375,0.00053046,-0.00441734,-0.01156965,0.00035332,-0.01713997,0.00057576,-0.00404582,0.00031869,0.00071223,0.00054504,-0.00859742,-0.02200917,0.0011133,0.00086432,-0.00147653,0.00093426
"Glu_1.1",-Inf,7.451e-05,-0.0020617,-0.00503482,-0.03023845,-0.00265739,-0.0005399,-0.00015994,0.00020247,-0.00302518,0.00010061,8.866e-05,-0.0021603,-0.00143187,-0.00118749,8.52e-05,-0.00384726,0.00011352,-0.02617675,0.00137319,-0.000326,2.25e-06,-1.209e-05,0.00010178,0.0002845,-0.00288621,-0.00376485,-0.00147826,-0.00256842,0.00016421,0.00019406,-0.00152898,9.846e-05,-0.00279766,-0.00100802,7.943e-05,-0.00404693,-0.0022948,0.00010668,-0.00219855,0.00029303,-0.00103848,6.287e-05,9.15e-05,0.00010381,-0.00084378,-0.0018842,0.00014955,Inf,-0.00031524,0.00012887
"Glu_2.1",Inf,-0.00106129,Inf,Inf,-Inf,Inf,Inf,Inf,-0.00213072,Inf,-0.00362793,-0.00091301,Inf,Inf,Inf,-0.00117766,Inf,-0.00178197,Inf,-0.02446253,-Inf,-0.00046059,-0.00451439,-0.18318302,-0.2035794,Inf,Inf,Inf,Inf,-0.00211574,-0.08950569,Inf,-0.00151786,Inf,Inf,-0.0012056,Inf,Inf,-0.00059534,Inf,-0.02548053,Inf,-0.00079066,-0.0014545,-0.00272354,Inf,Inf,-0.00192838,-0.01253373,Inf,-0.00225525
"Glu_2.2",-0.10435816,0.00328701,-0.00656832,0.00652372,-Inf,0.00250489,-0.00218026,-0.01550071,0.00151085,0.00710168,0.01011778,0.00264262,-0.0176004,0.00255387,0.00887711,0.00363879,-0.00247359,0.00416752,0.0071086,0.08768091,-0.02077288,8.469e-05,-0.00308445,-0.00360735,-0.00788166,-0.03649304,Inf,-0.00239994,-0.00198922,0.00490687,0.00253791,-0.02679228,0.00315016,-0.01860206,-0.00155182,0.0047486,0.00214881,-0.02901887,0.00136104,-0.00594183,0.02196229,-0.02344927,0.00274786,0.00693352,0.00449008,-5.77e-06,0.00481148,0.00398878,-0.00298981,-0.00543963,0.00525596
"Glu_3.2",Inf,-0.00821339,-76.2589177,-0.33170932,-Inf,-7.6384548,-Inf,-0.25820369,-0.23154629,-0.68971095,-0.02304613,-0.00766373,Inf,-0.07273426,-0.39454364,-0.00851314,Inf,-0.01218346,-0.44901224,-0.04382622,Inf,-0.05429854,-0.41445855,Inf,Inf,-Inf,-Inf,Inf,Inf,-0.01596983,-0.05324639,-0.23419788,-0.01004247,Inf,-Inf,-0.00918829,-0.18409595,Inf,-0.00453442,-0.93978583,-0.11592522,Inf,-0.00625633,-0.01230316,-0.01822696,-0.03582544,-0.16910807,-0.01418973,-0.03617921,-0.55315341,-0.01813395
"Glu_3.3",-1.00686141,-0.31189442,Inf,-9.53642236,Inf,-0.94911014,-0.26075542,Inf,-0.16893191,-0.49894446,-1.11121184,-0.42958468,-3.51007063,-Inf,-0.84358133,-0.43932304,-0.15086981,-0.48706282,-0.0968475,-0.6055957,-Inf,-0.04945711,Inf,-0.32565313,-0.32885882,-Inf,-0.24292942,-Inf,-0.24003616,-0.64384595,-Inf,Inf,-0.81435441,-Inf,-0.42830148,-0.48019824,-Inf,Inf,-0.20033653,Inf,-2.12593781,-0.06122975,-0.20416131,-0.63455334,-1.0366117,-Inf,-0.25641143,-0.94435742,-Inf,Inf,-0.92059491
"Glu_4.3",-Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Glu_4.4",-Inf,Inf,-Inf,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,Inf,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,-Inf,-Inf,-Inf,-Inf,Inf,Inf,-Inf,Inf,-Inf,-Inf,Inf,Inf,Inf,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Glu_5.4",-0.0020754,-0.00017849,-0.00184383,-0.00024651,-0.00196816,-0.00027742,-0.0022587,-0.0002167,-0.00215437,-0.00019558,-0.00021282,-0.00014236,-0.00180064,-0.00023536,-0.00032453,-0.00019671,-0.00258074,-0.00015149,-0.00263316,-0.00022852,-0.00247802,Inf,-0.00239267,-0.00248937,-0.00248078,-0.00178126,-0.00185884,-0.00221772,-0.0020479,-0.00016287,-0.00025083,-0.00017382,-0.00013454,-0.00182075,-0.00224898,-0.00018441,-0.00026544,Inf,-0.00010602,-0.00018319,-0.00025942,-0.00277698,-0.00014275,-0.00024747,-0.00020129,-0.00020048,-0.00211363,-0.00016138,-0.00015064,-0.00238571,-0.00018391
"Pro_0.0",-0.0001931,1e-07,2.9e-07,-0.00031089,2.8e-07,-0.00010439,2.9e-07,-0.00048094,2.7e-07,-0.00084245,-4.376e-05,1.1e-07,-0.00030384,-0.00018786,-0.0004588,5e-08,-2.798e-05,-3.78e-05,-0.00032028,-2.39e-06,-0.0002091,-0.00027096,-0.00018818,-0.00010223,-0.00013524,-0.00065611,-0.00011654,-0.00025348,-0.00025037,4e-08,2.8e-07,-0.00046987,2e-08,-0.0002367,-0.00026066,9e-08,3e-07,-0.00034274,1e-07,-0.00042568,-3.718e-05,-0.00037582,7e-08,5e-08,-0.00022674,-0.0003824,-0.00032487,4e-08,-0.00026434,-0.00023572,4e-08
"Pro_1.1",Inf,0.00026991,-0.00072759,Inf,-0.00098119,Inf,-0.00155646,Inf,-0.00065214,Inf,Inf,0.00026891,Inf,Inf,Inf,0.00033986,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.00089901,-0.0014934,Inf,0.0005111,Inf,Inf,0.00047051,-0.00273747,Inf,0.00036106,Inf,Inf,Inf,0.00041528,0.00054262,-Inf,Inf,Inf,0.00026321,Inf,Inf,0.00047603
"Pro_2.2",Inf,-0.0033825,-0.0752829,-0.14924682,-0.07318107,-0.07066836,-0.06053304,Inf,-0.17580193,Inf,-0.00473484,-0.00308137,Inf,-0.1610478,-0.32522471,-0.00258114,-0.06960104,-0.00345091,-0.10330203,-0.0803931,-0.03958378,-Inf,-0.10878833,-0.06385134,-0.1031063,-0.37714812,-0.09699669,-0.486742,-0.10246505,-0.00264419,-0.12321947,-0.56828405,-0.0021891,Inf,-0.28393518,-0.00257461,-0.04109223,-0.69883078,-0.00326784,-0.16323708,Inf,-0.1339693,-0.00326052,-0.00194526,-0.0658634,-0.16977544,-0.13181373,-0.00342703,-0.07895277,-0.0569204,-0.0027601
"Pro_3.3",Inf,-0.01537703,Inf,-Inf,Inf,-Inf,Inf,Inf,-Inf,Inf,-0.01787453,-0.01615303,-Inf,-Inf,-Inf,-0.01522544,Inf,-0.01696011,-Inf,Inf,-Inf,Inf,-Inf,-Inf,-Inf,-Inf,Inf,-Inf,-Inf,-0.01695584,Inf,-Inf,-0.01624516,Inf,-Inf,-0.01549962,-Inf,-Inf,-0.01531303,-Inf,Inf,-Inf,-0.01396477,-0.01550573,-0.01533585,-Inf,-Inf,-0.01635585,-Inf,-Inf,-0.01551234
"Pro_4.4",-Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Pro_5.5",Inf,-0.00314948,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,-0.00301757,-0.00309131,Inf,-0.00255118,Inf,-0.00318634,Inf,-0.00311785,Inf,-0.00266736,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,-0.00306587,-0.00275014,Inf,-0.00317999,Inf,-Inf,-0.00315089,Inf,Inf,-0.00315505,Inf,-0.0025059,Inf,-0.00329371,-0.00317982,-0.00320521,-0.00287223,Inf,-0.00310022,-0.00259869,-Inf,-0.00317373
"Asp_0.0",0,0,-1.429e-05,7e-07,9e-08,4.1e-07,2.08e-06,5.9e-07,7.2e-07,4.7e-07,0,0,0,0,1.9e-07,0,0,0,5e-08,0,0,-2.24e-06,0,5e-08,1.51e-06,2.14e-06,2.57e-06,0,1.1e-06,-1.931e-05,0,2.92e-06,0,0,3.9e-07,0,2.42e-06,-0.00046921,0,1.73e-06,0,-1.4e-07,0,0,0,0,2.91e-06,0,0,1.8e-06,0
"Asp_1.0",2.788e-05,0,Inf,-0.00470439,-0.00102726,-0.0064777,-0.02755834,-0.00724822,-0.00863778,-0.00357148,0,0,0,0,-0.00481052,0,1.705e-05,0,2.01e-05,0,1.128e-05,-0.26434938,5.361e-05,-8.008e-05,-0.0073004,-0.01337268,-0.01185498,2.8e-06,-0.00992593,Inf,0,-0.01548322,0,-9.803e-05,-0.00338027,0,-0.01804565,0.00662705,0,-0.01111816,0,1.212e-05,0,0,0,0,-0.01015042,0,0,-0.01275459,0
"Asp_1.1",3.99e-06,0,0.0002818,-0.0024797,-0.00012959,-0.00317057,-0.00205115,-0.00059798,-0.00112853,-0.00146048,0,0,0,0,-0.00022344,0,9.9e-06,0,-0.00030049,0,2.095e-05,-1.22791338,1.21e-06,4.832e-05,-0.00154429,-0.0026177,-0.00213107,1.625e-05,-0.00134792,0.00044192,0,-0.00211557,0,7.802e-05,-0.00150929,0,-0.00203472,Inf,0,-0.0012395,0,-0.00206043,0,0,0,0,-0.00494128,0,0,-0.00158834,0
