"","sample1"
"Asn_C4.N0.H5",100.00000722
"Asn_C4.N1.H0",100.16114618
"Asn_C4.N1.H1",99.99986818
"Asn_C4.N1.H2",100.0000073
"Asn_C4.N1.H3",100.00000722
"Asn_C4.N1.H4",100.00000722
"Asn_C4.N1.H5",100.00000722
"Asn_C4.N2.H0",100.16114618
"Asn_C4.N2.H1",99.99986818
"Asn_C4.N2.H2",100.0000073
"Asn_C4.N2.H3",100.00000722
"Asn_C4.N2.H4",100.00000722
"Asn_C4.N2.H5",100.00000722
"Arg_C0.N0.O0",109.14892922
"Arg_C0.N0.O1",108.70032851
"Arg_C0.N0.O2",108.70171132
"Arg_C0.N1.O0",108.3426259
"Arg_C0.N1.O1",107.89733909
"Arg_C0.N1.O2",107.89871168
"Arg_C0.N2.O0",108.34709314
"Arg_C0.N2.O1",107.90178796
"Arg_C0.N2.O2",107.90316061
"Arg_C1.N0.O0",100.88525308
"Arg_C1.N0.O1",100.47061598
"Arg_C1.N0.O2",100.47189409
"Arg_C1.N1.O0",100.13999507
"Arg_C1.N1.O1",99.72842097
"Arg_C1.N1.O2",99.72968964
"Arg_C1.N2.O0",100.14412409
"Arg_C1.N2.O1",99.73253302
"Arg_C1.N2.O2",99.73380174
"Arg_C2.N0.O0",101.24276379
"Arg_C2.N0.O1",100.82665732
"Arg_C2.N0.O2",100.82793996
"Arg_C2.N1.O0",100.49486478
"Arg_C2.N1.O1",100.08183216
"Arg_C2.N1.O2",100.08310533
"Arg_C2.N2.O0",100.49900843
"Arg_C2.N2.O1",100.08595878
"Arg_C2.N2.O2",100.08723201
"Arg_C3.N0.O0",101.23116357
"Arg_C3.N0.O1",100.81510478
"Arg_C3.N0.O2",100.81638728
"Arg_C3.N1.O0",100.48335026
"Arg_C3.N1.O1",100.07036496
"Arg_C3.N1.O2",100.07163799
"Arg_C3.N2.O0",100.48749343
"Arg_C3.N2.O1",100.07449111
"Arg_C3.N2.O2",100.07576419
"Arg_C4.N0.O0",101.23147723
"Arg_C4.N0.O1",100.81541715
"Arg_C4.N0.O2",100.81669965
"Arg_C4.N1.O0",100.4836616
"Arg_C4.N1.O1",100.07067503
"Arg_C4.N1.O2",100.07194806
"Arg_C4.N2.O0",100.48780479
"Arg_C4.N2.O1",100.07480119
"Arg_C4.N2.O2",100.07607427
"Arg_C5.N0.O0",101.23146977
"Arg_C5.N0.O1",100.81540972
"Arg_C5.N0.O2",100.81669222
"Arg_C5.N1.O0",100.48365419
"Arg_C5.N1.O1",100.07066765
"Arg_C5.N1.O2",100.07194068
"Arg_C5.N2.O0",100.48779738
"Arg_C5.N2.O1",100.07479381
"Arg_C5.N2.O2",100.07606689
"Arg_C6.N0.O0",101.23146993
"Arg_C6.N0.O1",100.81540988
"Arg_C6.N0.O2",100.81669238
"Arg_C6.N1.O0",100.48365435
"Arg_C6.N1.O1",100.07066781
"Arg_C6.N1.O2",100.07194084
"Arg_C6.N2.O0",100.48779754
"Arg_C6.N2.O1",100.07479397
"Arg_C6.N2.O2",100.07606705
"Short_C0.N0.O0",101.45492696
"Short_C0.N0.O1",101.45492696
"Short_C0.N0.O2",101.45492696
"Short_C0.N1.O0",101.08019381
"Short_C0.N1.O1",101.08019381
"Short_C0.N1.O2",101.08019381
"Short_C1.N0.O0",100.35761804
"Short_C1.N0.O1",100.35761804
"Short_C1.N0.O2",100.35761804
"Short_C1.N1.O0",99.9869379
"Short_C1.N1.O1",99.9869379
"Short_C1.N1.O2",99.9869379
"Short_C2.N0.O0",100.36948623
"Short_C2.N0.O1",100.36948623
"Short_C2.N0.O2",100.36948623
"Short_C2.N1.O0",99.99876226
"Short_C2.N1.O1",99.99876226
"Short_C2.N1.O2",99.99876226
"Gly_C0.N0.H0",108.01972922
"Gly_C0.N0.H1",107.82095005
"Gly_C0.N0.H2",107.82114438
"Gly_C0.N1.H0",108.01972922
"Gly_C0.N1.H1",107.82095005
"Gly_C0.N1.H2",107.82114438
"Gly_C1.N0.H0",18.82674801
"Gly_C1.N0.H1",18.79210281
"Gly_C1.N0.H2",18.79213668
"Gly_C1.N1.H0",18.82674801
"Gly_C1.N1.H1",18.79210281
"Gly_C1.N1.H2",18.79213668
"Gly_C2.N0.H0",1.68488254
"Gly_C2.N0.H1",1.681782
"Gly_C2.N0.H2",1.68178503
"Gly_C2.N1.H0",1.68488254
"Gly_C2.N1.H1",1.681782
"Gly_C2.N1.H2",1.68178503
