"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15"
"2HG_0",8259636.56489252,858317.15653357,1890032.1747019,3365049.44195211,277414.16584969,9607961.57681881,1055703.0967941,2519137.54714831,1024996.01147255,3790055.5704354,6532925.18989425,6412916.64619263,5989258.1671346,4038533.86665895,8098468.04921183
"2HG_1",2367284.89901134,74321.25619848,206088.81553372,342772.61386269,12563.82453127,2072681.10626691,88323.99960865,320161.89229427,97929.7335736,453399.68155783,1215997.13422019,896125.50827343,904173.62871489,462838.70917941,1470647.41752744
"2HG_2",3446901.52441563,286859.71738993,651718.51999325,114881.47588223,45000.30388775,3862181.39462554,345761.73683325,903516.74670407,153912.14411227,1355012.71190249,2738518.57504415,2553147.20938307,2189411.74577082,1179430.99725848,2876226.45662221
"2HG_3",683680.4287834,86656.31041141,172694.0085688,170910.17191575,19572.15843191,889887.96254817,104454.09704125,210605.78766669,61799.35436807,319011.08512278,694619.00193914,660956.58860943,608967.18149874,359502.33595296,746388.35808475
"2HG_4",716638.34087735,94035.19564695,179132.30773844,0,12462.94988991,1011929.73540232,102220.53092779,216640.19532255,31716.34396378,298854.72036303,707453.67651088,682133.26083284,637448.64305804,331641.17803678,704014.31997423
"2HG_5",186091.68407052,28383.69866011,47399.47875966,3266.03819859,4701.25049251,284206.69757837,32326.68354285,56014.8505767,11088.44439763,94610.26491857,256515.60036973,244952.18657292,203842.66252028,94181.37460072,188956.45028919
"Lactone_0",125333.05960251,20540.74286822,28231.49189462,0,0,171690.019203,34773.79173077,37765.63219913,0,51485.59650667,90901.45060949,110681.83161913,87907.69076789,46125.66404064,170103.09879128
"Lactone_1",0,0,0,0,0,2326.22250514,0,0,0,0,0,0,0,0,0
"Lactone_2",27248.79835618,3218.8179182,3465.08173166,0,0,23562.31374716,4119.01235685,6326.98607713,0,9476.4774429,23474.96355717,15933.4256093,20009.36832636,4935.38958818,35998.71442738
"Lactone_3",1648.91766803,0,491.8987306,0,0,5786.05515517,216.28912936,582.84903176,0,572.52281066,1924.78026535,3353.00573816,1718.18829205,868.31098345,3044.95770316
"Lactone_4",5953.82327106,2795.06171623,2966.9388605,0,0,4947.85804338,3630.83401902,3218.36433291,0,3292.33747377,2378.49940855,5097.21200633,3311.92908572,4419.2806479,2165.58755211
"Lactone_5",751.05460023,176.56333527,381.47378065,0,0,3049.57465162,182.72077992,541.77856932,0,152.71097644,1869.69016983,1915.60928524,1304.39527007,1032.55345354,1652.26613727
"Mal_0",2503041.60201344,2635821.40309601,3500125.62269552,1565528.55738853,1166047.54783034,3958997.39188453,2995919.89674541,3521561.82342513,1458929.82923059,3337616.5202487,3627914.92336107,3651395.51760124,3698029.57387655,3667644.58463805,2336578.45651058
"Mal_1",306191.62047353,372791.01695038,462496.25856507,96167.4987846,132306.68840443,552443.12019954,438749.33423452,449880.30249897,144692.80163861,466166.42718764,489301.35696366,532768.70075977,497039.31292094,573156.37641967,311847.97337865
"Mal_2",840135.4004846,1222881.6022505,1356594.93260431,53912.73799357,474509.3567405,1541709.10869444,1406598.29509634,1287339.24292217,415794.19436962,1352102.16776291,1380433.58256177,1493580.08667645,1419070.1833577,1805504.05247578,889100.76134043
"Mal_3",469088.14191692,828591.17638393,742275.54678802,0,286401.10223434,832409.02383237,960294.48090943,752199.350551,198205.08170592,767925.70427259,880655.25475966,899829.23362797,798573.60716632,1243738.3672033,472852.07909268
"Mal_4",128694.81172159,349534.72084119,289284.73156043,0,118055.60983126,264024.46619372,370057.57483224,263093.58538089,67808.09882399,283545.4806351,328938.91199496,336297.90548111,305552.67014326,502748.09241491,140161.87005155
"Succ_0",249043.89289003,103333.41721823,128826.55680505,1515245.07875308,82871.00804058,241717.04940076,170286.81190739,183951.87465935,257904.03617946,253614.95420718,192128.07958922,196357.65441643,165624.56176737,226067.29161454,150823.84409554
"Succ_1",10585.84511847,7360.02874228,2574.98305598,63658.63799255,0,7282.19055681,7625.22704821,3200.53765078,0,5096.71503589,3814.79518134,5541.58365937,7002.03172821,6914.40330948,315.83398574
"Succ_2",28356.19026264,27164.60974829,33474.03733091,0,7006.4974327,42985.40963081,41739.68935418,38708.80528224,7927.94322361,42527.45005144,32893.58428752,42091.61569211,32970.04641712,45531.43601924,30439.68479238
"Succ_3",12980.78166749,16620.77282748,16583.84399154,0,4540.93665978,22553.13296265,27317.73702157,17579.06343443,2715.72246801,20368.33310398,16486.22360923,18738.87483781,17937.27607991,25666.88737395,16002.77031925
"Succ_4",6412.43001658,8980.23247363,5563.67496981,3528.93577314,1808.38306359,9664.77904746,13341.47781555,10696.56434708,1616.48198555,8494.95366916,8507.13079293,10623.02038349,8364.38031265,14564.1855722,6063.4422325
