"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15"
"Cit_4",654492.54020949,620590.4944955,277615.20452267,0,41603.73240062,922475.98055118,823331.9067354,439263.17421369,48509.21354875,250289.60658796,934436.04232744,800448.50394045,504658.43810864,1412094.67130544,228301.10747797
"Cit_5",276718.71226362,444944.37859174,136587.93684239,0,20581.09246833,500362.37127841,592511.11107236,182975.91337544,20592.98108831,107902.65632671,493721.85206309,447593.78043745,307367.63795268,917531.7805214,100003.20887716
"Cit_6",48691.03981631,128751.062761,28307.81250383,341.43909813,8022.87461504,75498.37472531,129165.55870589,33700.75999255,5334.13852716,22125.44611893,126948.51297528,94915.61398852,43331.12090154,212249.05306435,21628.6061521
"Fum_0",792399.09075013,836929.59142265,1116357.98622448,525163.33970735,209146.92791686,1250707.45421094,1194342.3485241,1135553.60689826,288995.72748612,1321350.67758106,1128179.3400855,1355329.28487893,1291209.60427955,1281545.53817615,803152.40165498
"Fum_1",90218.21899776,92943.9768725,113536.31988957,6949.8931989,16104.53913861,109698.58614552,120377.31316216,134241.31251393,19490.41805613,112296.90193176,136791.04493557,117144.15651792,131965.82073607,142171.67146335,67637.62305393
"Fum_2",286010.84716488,344480.25065779,388936.82714811,160460.04372789,101621.4212132,413157.53290678,446203.08617737,392390.18586707,115211.88417054,443053.53421039,418311.77093212,457985.48404474,427800.0819733,500278.46402909,275064.0095562
"Fum_3",112064.39728371,218708.94565845,190677.55148729,0,48623.1474295,201602.94657937,317989.87825085,204062.45515805,33015.24820207,256176.44089411,235684.23411866,288658.24861519,232254.51415972,350643.30066976,130631.40639468
"Fum_4",63512.37244783,85526.28087162,71054.23474225,1872.81709166,29467.22961105,82721.39211125,105876.92568209,74428.71063972,22603.58783939,77624.31647306,83908.07966537,84887.17680062,82804.96180286,134603.52668516,58523.04840562
"2HG_0",8283918.34571431,859097.80682605,1892182.12045972,3368525.57376771,277545.78107726,9629308.10029422,1056631.32570553,2522466.32810748,1026001.69039778,3794777.38341506,6545497.20529187,6422236.37382802,5998622.02812848,4043333.1925995,8113628.23347389
"2HG_1",2412545.66627722,79337.31118526,217100.93945433,341655.84904291,13343.3617231,2129294.12151522,94382.69169778,335071.58193456,100038.81031473,476031.13467788,1258722.44964738,938364.17313194,939035.92106193,481873.43595542,1513570.18344469
"2HG_2",3398317.61891765,283721.50287924,643849.359892,117662.90667589,44684.27221251,3811550.22471558,341972.56771942,891732.027744,152671.83321074,1337417.52345046,2704503.42946348,2521845.06545633,2163853.73115705,1166590.35205389,2840976.98306648
"2HG_3",691446.97717279,87771.04549595,174582.21762482,165796.89539193,19478.06168724,903142.59877578,105359.48492028,212835.4643315,61199.05828494,321249.13233472,701766.84233773,668110.46279081,615888.51634875,361810.30548778,751780.27449279
"2HG_4",697129.52210156,91667.7492603,174298.75035593,0,12194.76784914,985422.62457498,99718.45531511,210731.00384209,30991.36801077,291544.36972133,691728.23404675,666855.04336918,621954.9872624,323004.34086102,685147.31360899
"2HG_5",176874.13066721,26977.82957295,45051.71738337,3314.64350574,4468.39354079,270129.51774271,30725.51287389,53240.34015669,10539.21456416,89924.08582875,243810.12971055,232819.48435348,193746.12868892,89516.44964668,179597.10974291
"Lactone_0",125409.0751322,20549.68507278,28240.802987,0,0,171715.94647751,34783.41533064,37783.81394214,0,51510.86816997,90922.50473178,110722.39695281,87964.24526857,46138.06453315,170197.84423856
"Lactone_1",0,0,0,0,0,2776.01289225,0,0,0,0,335.53910811,0,0,0,0
"Lactone_2",26876.25499522,3172.23786016,3434.85377202,0,0,23263.30999902,4100.91310336,6237.04813118,0,9371.05894943,23080.46307596,15867.8526982,19735.92062431,4914.91986805,35643.81898417
"Lactone_3",1843.89955406,95.53200838,594.19287195,0,0,5809.43490959,348.95013547,695.87770385,0,685.06593582,1966.16411549,3449.54669403,1807.2121041,1014.73520512,3038.43574078
"Lactone_4",5748.4369162,2693.93360892,2866.45903136,0,0,4898.80525976,3493.2008358,3115.72293052,0,3166.24616451,2373.70216115,4981.86715311,3240.31655838,4291.64853716,2149.62927147
"Lactone_5",713.67865852,168.2625295,362.59952239,0,0,2898.53035531,173.85911293,514.84338187,0,145.22008949,1776.97659898,1821.08583851,1239.57736114,981.54014122,1570.85526498
"Mal_0",2506222.96024904,2639715.43683399,3504939.98411673,1566506.1428028,1167433.70336054,3964739.95743206,3000499.55477608,3526241.59483819,1460435.09524015,3342467.54775553,3633002.81356169,3656934.36307887,3703199.54346781,3673623.90106512,2339821.99696648
"Mal_1",320052.20486895,393747.89153458,485195.80857792,96274.32114782,140552.55898221,577965.21661535,462756.06920273,471324.33811759,151611.49967741,488746.72881844,512249.16447892,557547.26527027,520657.09735329,603873.93725921,326632.46450579
"Mal_2",837252.81906193,1223115.51850814,1351538.30126144,52828.32480134,473546.18710676,1535592.16065678,1407062.73246101,1283954.77840803,413361.1456876,1347894.63847669,1379033.16049737,1490477.98490289,1414439.55618226,1806446.94058995,885352.01537489
"Mal_3",460053.80923891,817425.99945162,731338.53377694,0,282433.61408126,817775.60443783,945980.57652023,739937.25024823,194914.500583,755993.6121073,867119.41166579,886006.41271689,786584.58940327,1226119.71469305,464154.48004899
"Mal_4",123569.62872638,335614.83099066,277764.21446354,0,113354.15289225,253509.89011835,355320.37058797,252616.10107951,65107.69171514,272253.52091057,315839.20951573,322905.13207129,293384.29617135,482726.61891722,134580.02303056
"Succ_0",249153.80697331,103410.60625204,128856.02247109,1515887.67214039,82893.61028495,241795.07424864,170368.18186169,183988.19941909,257935.22128016,253670.83887635,192170.01806271,196417.9896734,165698.72664033,226141.86216681,150830.16329283
"Succ_1",11050.26969386,7834.32946451,3223.89063746,63027.50194877,0,8075.68617881,8391.78661534,3948.2029847,0,5902.46941665,4439.53695917,6333.6336265,7596.52627241,7763.53239269,926.67977845
"Succ_2",28175.39916811,27117.48929932,33296.85855779,0,7107.91940087,42796.755714,41719.87845248,38458.98942664,7907.46599429,42282.3846656,32726.94821449,41808.17653045,32844.90389504,45387.03770834,30306.57332926
"Succ_3",12842.59906289,16474.02774642,16304.21386981,0,4466.67660403,22255.15115486,27020.92260081,17470.86378512,2700.33553487,20090.0575979,16324.96294922,18592.97438951,17726.85773191,25467.5829129,15760.18385904
"Succ_4",6157.06109347,8622.60427095,5342.10672716,3477.80336178,1730.23298147,9279.88879842,12810.16770794,10270.58511233,1548.424963,8156.65039571,8168.3431837,10199.96963478,8031.27734911,13984.18260978,5821.97167682
