"","sample1","sample2","sample3","sample4","sample5","sample6","sample7"
"Arg_C5.N3",1.62281581,101.76869394,97.69101168,20.85568083,47.48792888,44.76782358,12.68072127
"Arg_C5.N4",1.70822717,107.12494099,102.83264387,21.95334824,49.98729356,47.12402482,13.34812765
"Arg_C6.N0",0.31382744,104.97375219,105.1535713,111.254285,109.17573009,52.75660476,6.05661668
"Arg_C6.N1",0.31382742,104.97374667,105.15356577,111.25427915,109.17572435,52.75660198,6.05661637
"Arg_C6.N2",0.31383072,104.9748505,105.15467149,111.25544903,109.17687237,52.75715674,6.05668005
"Arg_C6.N3",0.31350072,104.86446685,105.04409876,111.13846118,109.0620702,52.70168129,6.05031131
"Arg_C6.N4",0.33000076,110.38364932,110.57273554,116.98785387,114.80217915,55.47545398,6.36874874
"Short_C0.N0",100.19188024,99.94783839,99.44054098,6.03440414,24.61417202,49.21297308,99.9401529
"Short_C0.N1",101.85515322,101.60706006,101.09134107,6.13458053,25.02278884,50.02995154,101.59924699
"Short_C1.N0",24.14207185,47.58834199,98.32362465,23.24958635,48.41145054,99.89709499,49.12543895
"Short_C1.N1",24.54285139,48.37835016,99.95588295,23.63554985,49.21512303,101.55547427,49.94096427
"Short_C2.N0",6.13947756,101.93095673,101.37679596,102.19679902,101.92196625,50.13423722,25.07610909
"Short_C2.N1",6.24139826,103.6230999,103.05973958,103.8933554,103.61396018,50.96650947,25.49239446
