"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51"
"Ser_3.3",Inf,Inf,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Asn_0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Asn_1.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Asn_2.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Asn_3.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Asn_4.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gly_0.0",0,-3.818e-05,0,0,-3.697e-05,0,0,0,0,-3.632e-05,0,0,0,0,-3.772e-05,-3.704e-05,0,0,-3.664e-05,-3.689e-05,0,0,0,-3.665e-05,0,0,0,0,0,-3.659e-05,0,0,0,0,0,-3.668e-05,-3.6e-05,0,-3.685e-05,-3.645e-05,-3.655e-05,0,-3.621e-05,-3.615e-05,-3.662e-05,0,-3.7e-05,0,0,0,-3.655e-05
"Gly_1.1",0,-0.01121351,0,0,-0.01294977,0,0,0,0,-0.01419972,0,0,0,0,-0.01180737,-0.01283543,0,0,-0.01356083,-0.01309204,0,0,0,-0.01353246,0,0,0,0,0,-0.01364239,0,0,0,0,0,-0.01348353,-0.01492547,0,-0.01315993,-0.013939,-0.01372768,0,-0.01444525,-0.01457867,-0.01359097,0,-0.01291028,0,0,0,-0.01373691
"Gly_2.2",0,-Inf,0,0,Inf,0,0,0,0,Inf,0,0,0,0,Inf,Inf,0,0,Inf,Inf,0,0,0,Inf,0,0,0,0,0,Inf,0,0,0,0,0,Inf,Inf,0,Inf,Inf,Inf,0,Inf,Inf,-Inf,0,Inf,0,0,0,Inf
"Ala_0.0",NA,-1.185e-05,NA,NA,NA,NA,NA,NA,NA,NA,-1.125e-05,-1.006e-05,NA,NA,NA,-1.04e-05,NA,-1.099e-05,NA,NA,NA,-1.012e-05,NA,NA,NA,NA,NA,NA,NA,-0.00222929,NA,NA,-1.074e-05,NA,NA,-1.01e-05,NA,NA,-1.081e-05,NA,NA,NA,-1.037e-05,-1.065e-05,-9.8e-06,-0.00329049,NA,-1.135e-05,NA,NA,-0.00329567
"Ala_1.0",NA,-0.01368932,NA,NA,NA,NA,NA,NA,NA,NA,-0.01541008,-0.00964455,NA,NA,NA,-0.01131677,NA,-0.01205086,NA,NA,NA,-0.01005834,NA,NA,NA,NA,NA,NA,NA,-0.00439885,NA,NA,-0.01255076,NA,NA,-0.01100137,NA,NA,-0.01695154,NA,NA,NA,-0.0106302,-0.01531509,-0.01102055,Inf,NA,-0.00857118,NA,NA,Inf
"Ala_1.1",NA,-0.00978584,NA,NA,NA,NA,NA,NA,NA,NA,-0.01159874,-0.01444564,NA,NA,NA,-0.01426938,NA,-0.01111387,NA,NA,NA,-0.01781299,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,-0.01253915,NA,NA,-0.01498014,NA,NA,-0.01437169,NA,NA,NA,-0.01335949,-0.01481142,-0.01846231,Inf,NA,-0.00893959,NA,NA,Inf
"Ala_2.1",NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,Inf,Inf,NA,NA,NA,Inf,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,Inf,NA,NA,Inf,NA,NA,Inf,NA,NA,NA,Inf,-Inf,-Inf,Inf,NA,Inf,NA,NA,Inf
"Ala_2.2",NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,Inf,Inf,NA,NA,NA,Inf,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,Inf,NA,NA,Inf,NA,NA,Inf,NA,NA,NA,Inf,-Inf,Inf,Inf,NA,Inf,NA,NA,Inf
"Ala_3.2",NA,-0.00466779,NA,NA,NA,NA,NA,NA,NA,NA,-0.00286608,-0.0036016,NA,NA,NA,-0.0041226,NA,-0.00232596,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,-0.00260249,NA,NA,-0.00282017,NA,NA,-0.00281399,NA,NA,-0.00396416,NA,NA,NA,-0.00327185,-0.00390397,-0.00303214,Inf,NA,-0.00339285,NA,NA,-0.00195525
"Orn_0.0",2.5e-07,0,3.3e-07,2.4e-07,3.5e-07,2.1e-07,4.1e-07,2.8e-07,3e-07,7e-08,0,0,2.7e-07,0,2.6e-07,0,1.8e-07,0,3.1e-07,0,2.3e-07,2.7e-07,8e-08,2.9e-07,1.9e-07,1e-07,3.3e-07,6e-08,0,0,0,2.3e-07,0,3.3e-07,2.6e-07,0,3.3e-07,2.1e-07,0,2.8e-07,0,2.1e-07,0,0,0,0,2.4e-07,0,0,2.7e-07,0
"Orn_1.1",-1.583e-05,2.43e-06,-1.828e-05,-1.321e-05,-2.479e-05,-1.45e-05,-2.111e-05,-1.778e-05,-1.642e-05,-1.98e-06,1.17e-06,0,-1.476e-05,7.2e-07,-1.681e-05,0,-1.086e-05,0,-1.921e-05,6.3e-07,-1.318e-05,-1.573e-05,-7.42e-06,-1.953e-05,-9.12e-06,-6.7e-06,-1.767e-05,-4.27e-06,2.22e-06,0,1.7e-07,-1.341e-05,2.5e-07,-2.126e-05,-1.393e-05,5e-08,-1.893e-05,-1.203e-05,1.9e-07,-1.849e-05,5.1e-07,-1.285e-05,0,0,3.3e-07,0,-1.584e-05,1.34e-06,4.72e-06,-1.792e-05,0
"Orn_2.2",-0.00769957,-0.00017609,-0.0068355,-0.00635034,-0.01154857,-0.00629548,-0.00959984,-0.00820673,-0.00866583,-0.00860697,-0.00010699,0,-0.00669879,-0.00010193,-0.01001116,0,-0.00627795,0,-0.01158373,-0.00010462,-0.00829856,-0.00829324,-0.00504161,-0.00829685,-0.00542355,-0.0050927,-0.00841994,-0.00635377,-0.00071711,0,-2.151e-05,-0.00647243,-2.568e-05,-0.00834482,-0.00949576,-3.58e-06,-0.00809787,-0.00622986,-1.482e-05,-0.00754693,-6.737e-05,-0.00613316,0,0,-3.561e-05,0,-0.00694043,-0.00011345,-0.00077331,-0.00760787,0
"Orn_3.3",-Inf,-0.00168712,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,Inf,-0.00242623,0,-Inf,-0.05259148,-Inf,0,-Inf,0,-Inf,-0.01683752,-Inf,-Inf,Inf,-Inf,-Inf,Inf,-Inf,Inf,-0.31901696,0,-0.01085705,-Inf,-0.00052917,-Inf,-Inf,-3.364e-05,-Inf,-Inf,-0.00013861,-Inf,-0.02239817,-Inf,0,0,-0.00075413,0,-Inf,-0.00196578,-0.00704493,Inf,0
"Orn_4.4",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,0,Inf,Inf,Inf,0,Inf,0,Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,Inf,Inf,-Inf,0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,Inf,0,Inf,Inf,Inf,Inf,0
"Orn_5.5",Inf,-0.00021281,Inf,-0.01496654,Inf,-0.04870823,Inf,-0.01608514,-Inf,-0.00369122,-0.00024754,0,-Inf,-0.00062924,-0.02000543,0,Inf,0,Inf,-0.00056789,Inf,Inf,Inf,Inf,-Inf,Inf,Inf,Inf,Inf,0,-0.00020244,-0.01694074,-5.599e-05,Inf,Inf,-4.13e-06,-0.01528622,Inf,-1.618e-05,-0.05505164,-0.0003808,Inf,0,0,-8.833e-05,0,Inf,-0.00020502,-0.00037374,Inf,0
"Glu_0.0",0,-5e-08,4e-08,-1e-08,0,-1e-08,0,2e-08,0,-1e-08,-5e-08,-3e-08,0,-2e-08,-2e-08,-4e-08,0,-2e-08,0,-2e-08,4e-08,0,1e-08,1e-08,1e-08,4e-08,0,0,0,-3e-08,-3e-08,3e-08,-1e-08,8e-08,0,-4e-08,-1e-08,2.2e-07,-1e-08,1e-08,-3e-08,0,-2e-08,-8e-08,-4e-08,-2e-08,0,-3e-08,-1e-08,2e-08,-4e-08
"Glu_1.0",4.63e-06,0.00011673,1.283e-05,3.163e-05,1.125e-05,2.176e-05,-4.69e-06,2.332e-05,1.181e-05,2.167e-05,0.000144,0.00011509,1.205e-05,7.155e-05,4.522e-05,0.00013933,-1.35e-06,7.79e-05,6.86e-06,8.092e-05,-3.9e-07,5.29e-06,8.06e-06,-1.676e-05,-2.202e-05,1.435e-05,6.02e-06,2.48e-06,1.006e-05,0.00010933,8.746e-05,1.655e-05,6.881e-05,-0.00013631,8.59e-06,0.00013458,3.566e-05,-0.00023095,5.887e-05,1.5e-05,0.0001065,-5.39e-06,8.019e-05,0.00019926,0.00013363,6.399e-05,1.272e-05,0.00012569,5.946e-05,8.17e-06,0.0001534
"Glu_1.1",3.93e-06,2.663e-05,-3.49e-06,4.65e-06,2.36e-06,3.91e-06,4.7e-06,2.42e-06,2.69e-06,3.74e-06,2.761e-05,3.137e-05,3.41e-06,1.642e-05,7.78e-06,2.784e-05,3.77e-06,2.076e-05,2.1e-06,1.535e-05,-2.93e-06,1.19e-06,9.5e-07,6.49e-06,7.54e-06,-4.38e-06,4.43e-06,3.29e-06,2.52e-06,3.371e-05,1.656e-05,-8.9e-07,2.178e-05,-1.491e-05,1.97e-06,2.907e-05,7.21e-06,2.394e-05,2.052e-05,-2.9e-07,2.172e-05,4.34e-06,2.055e-05,3.482e-05,2.746e-05,1.363e-05,2.51e-06,2.696e-05,1.595e-05,-1.72e-06,3.143e-05
"Glu_2.1",-0.00519258,-0.00151606,-0.00310397,-0.02414074,-0.01126847,-0.01063182,-0.00823534,-0.00411525,-0.0014159,-0.00818599,-0.00516469,-0.00129107,-0.00858685,-0.0241668,-0.01057934,-0.00170812,-0.00637777,-0.0024634,-0.00421462,-0.01119507,-0.0042576,-0.0003124,-0.00124286,-0.00968414,-0.01213467,-0.02272928,-0.00973104,-0.00578985,-0.00305485,-0.00312017,-0.01396943,-0.00516443,-0.00202693,-Inf,-0.00199828,-0.00176838,-0.00740748,-0.14387699,-0.00066008,-0.00788209,-0.01356277,-0.0072408,-0.0010253,-0.00230406,-0.00399142,-0.01490817,-0.00508074,-0.00290965,-0.00585541,-0.0014503,-0.00349508
"Glu_2.2",-0.00025775,0.00030651,-0.00241349,0.00101065,0.00042831,0.00036852,-0.00074208,-0.00323964,9.069e-05,0.00071257,0.00137635,-0.00042803,1.681e-05,0.00040291,0.0012056,0.00025165,-0.00056669,3.111e-05,-6.531e-05,0.00174671,-0.00462904,-0.00013401,-0.00050601,-0.00131705,-0.00230882,-0.00539398,-0.00078128,-0.00029497,6.426e-05,-0.00045246,0.0014489,-0.00381846,-0.00099217,-0.00011946,5.31e-06,0.00016854,0.00045693,-0.01490507,-0.00031007,-0.00143115,0.0021403,-0.00153876,-3.063e-05,0.00120027,0.00061686,0.00031495,0.00014168,0.00012653,-7.16e-05,-0.00161511,0.00034094
"Glu_3.2",-Inf,-0.00508974,-0.49746461,-0.18286422,-0.27746577,-0.50680532,Inf,-0.18179423,-0.14746378,-0.28976415,-0.01696339,-0.00464955,-Inf,-0.05327122,-0.25375399,-0.00533696,Inf,-0.00827428,-0.12255003,-0.03349703,Inf,-0.03353783,-0.19657393,Inf,Inf,-0.72625246,-Inf,Inf,-14.09715088,-0.01129842,-0.04085189,-0.12800917,-0.00656782,-Inf,-0.99397235,-0.00587766,-0.13187406,Inf,-0.00213479,-0.23875255,-0.08902423,Inf,-0.00351481,-0.00837105,-0.01310947,-0.02637571,-0.08678374,-0.0098835,-0.02729004,-0.22726107,-0.01302586
"Glu_3.3",-0.32852222,-0.19187679,-Inf,-1.19759981,-0.45041274,-0.44111276,-0.15843487,Inf,-0.12349574,-0.31990436,-0.62598213,-0.2645989,-1.0582049,-2.88784581,-0.50880581,-0.26058349,-0.10302198,-0.31089803,-0.07681153,-0.42327237,Inf,-0.03817821,-Inf,-0.17534291,-0.20199926,Inf,-0.16181234,-0.59916843,-0.16433877,-0.41874456,-8.51758733,Inf,-0.4829441,-2.88185249,-0.27760149,-0.29324778,-1.81096342,-Inf,-0.11730182,Inf,-1.08599402,-0.04941913,-0.1284315,-0.37079798,-0.55077239,-12.80069805,-0.18119124,-0.51970905,-3.25147271,Inf,-0.5337438
"Glu_4.3",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,Inf,-Inf,Inf,Inf,Inf,Inf,-Inf,Inf,Inf
"Glu_4.4",Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,Inf,Inf,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Glu_5.4",-0.00206067,-0.00014179,-0.00183359,-0.00024538,-0.00196646,-0.00027731,-0.00223042,-0.00021544,-0.00213117,-0.00019497,-0.00019765,-0.00011243,-0.001778,-0.00023023,-0.00032352,-0.00015808,-0.00251284,-0.00013122,-0.00258558,-0.00022009,-0.00243837,-Inf,-0.0023623,-0.00245519,-0.0024547,-0.00175762,-0.00183509,-0.00216789,-0.0020096,-0.00014673,-0.00024312,-0.0001722,-0.00011389,-0.00177358,-0.00222653,-0.00015119,-0.00026347,Inf,-6.753e-05,-0.00018194,-0.00025625,-0.0027031,-0.00010445,-0.00021343,-0.00018314,-0.00019124,-0.00208087,-0.00014297,-0.00014417,-0.00235786,-0.0001675
"Pro_0.0",1.9e-07,1.7e-07,2.1e-07,2e-07,2.1e-07,2.1e-07,2.1e-07,1.8e-07,2e-07,1.8e-07,5e-08,1.8e-07,1.9e-07,2.1e-07,1.9e-07,9e-08,2e-07,4e-08,2e-07,2.1e-07,2.3e-07,-4.164e-05,2e-07,2.1e-07,2e-07,1.9e-07,2e-07,1.9e-07,2e-07,7e-08,2.1e-07,1.9e-07,3e-08,1.8e-07,1.9e-07,1.5e-07,2.1e-07,1.9e-07,1.7e-07,2e-07,2e-07,2e-07,1.1e-07,8e-08,3e-08,2.1e-07,2e-07,6e-08,2.2e-07,2.1e-07,6e-08
"Pro_1.1",-6.118e-05,4.03e-05,-6.183e-05,-6.604e-05,-6.216e-05,-6.528e-05,-6.314e-05,-6.182e-05,-5.995e-05,-6.639e-05,1.626e-05,4.23e-05,-6.251e-05,-6.434e-05,-6.622e-05,2.492e-05,-6.364e-05,1.12e-05,-6.783e-05,-6.304e-05,-7.333e-05,-0.00853698,-6.505e-05,-6.578e-05,-6.428e-05,-6.88e-05,-6.415e-05,-6.296e-05,-6.649e-05,1.907e-05,-6.137e-05,-6.551e-05,8.39e-06,-6.017e-05,-6.371e-05,3.948e-05,-6.551e-05,-6.373e-05,4.279e-05,-6.767e-05,-5.784e-05,-6.761e-05,3.052e-05,2.348e-05,9.06e-06,-6.707e-05,-6.676e-05,1.754e-05,-6.89e-05,-7.007e-05,1.75e-05
"Pro_2.2",-0.02624498,-0.00391576,-0.01738879,-0.01572612,-0.01735542,-0.01491992,-0.01621109,-0.03311552,-0.02184306,-0.02377603,-0.00280581,-0.00364815,-0.023662,-0.01953464,-0.01708904,-0.00292812,-0.01664312,-0.00185839,-0.01363878,-0.01923864,-0.0095129,Inf,-0.01597731,-0.01428853,-0.0166745,-0.01546394,-0.0166927,-0.021191,-0.01459344,-0.0029025,-0.02159286,-0.01856817,-0.00204192,-0.03385044,-0.01936647,-0.00311018,-0.01347975,-0.02067813,-0.00385099,-0.01466284,-0.06052607,-0.01430221,-0.00365455,-0.00229558,-0.00377587,-0.01603887,-0.01488893,-0.0034193,-0.01375786,-0.01131739,-0.002918
"Pro_3.3",Inf,-0.00986079,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,-0.01156371,-0.01039122,Inf,Inf,Inf,-0.00973294,Inf,-0.01087576,Inf,Inf,Inf,-Inf,Inf,Inf,Inf,Inf,-Inf,Inf,Inf,-0.0109273,Inf,Inf,-0.01040713,-Inf,Inf,-0.00992426,Inf,Inf,-0.00981452,Inf,Inf,Inf,-0.0088778,-0.00989657,-0.00991139,Inf,Inf,-0.01053509,Inf,Inf,-0.00993499
"Pro_4.4",-Inf,Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,Inf,-Inf,Inf,-Inf,Inf,-Inf,Inf,-Inf,Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,Inf,Inf,-Inf,Inf,-Inf,-Inf,Inf,-Inf,-Inf,Inf,-Inf,Inf,-Inf,Inf,Inf,-Inf,-Inf,-Inf,Inf,Inf,-Inf,Inf
"Pro_5.5",Inf,-0.00288095,Inf,-Inf,Inf,-Inf,Inf,Inf,Inf,Inf,-0.00279677,-0.00284052,Inf,-0.0025406,Inf,-0.0029116,Inf,-0.0028766,-Inf,-0.00264902,-Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,Inf,-0.00282891,-0.00273331,Inf,-0.00292293,Inf,Inf,-0.00288411,Inf,-Inf,-0.00288488,Inf,-0.00247721,Inf,-0.00298397,-0.00291027,-0.00293443,-0.00284982,Inf,-0.00285193,-0.00257694,Inf,-0.00290527
"Asp_0.0",0,0,1e-08,0,0,0,3e-08,3e-08,0,0,0,0,0,0,0,0,0,0,5e-08,0,0,-4.099e-05,0,4e-08,0,0,0,0,1e-08,0,0,1.3e-07,0,1e-08,0,0,0,0,0,8e-08,0,0,0,0,0,0,1.3e-07,0,0,5e-08,0
"Asp_1.0",2.43e-06,0,-2.269e-05,-5.56e-06,-8.65e-06,0,2.25e-06,-2.306e-05,2.28e-06,0,0,0,0,0,0,0,2.36e-06,0,2.34e-06,0,2.2e-06,-0.02853714,2.64e-06,-2.466e-05,1.89e-06,1.92e-06,0,1.21e-06,2.06e-06,0,0,-0.00025691,0,-1.24e-05,0,0,-1.8e-06,-1.118e-05,0,-5e-08,0,2.5e-06,0,0,0,0,-0.00021644,0,0,2.18e-06,0
"Asp_1.1",2.2e-07,0,5.23e-06,1.46e-06,2.68e-06,0,-5.19e-06,1.23e-06,2.1e-07,0,0,0,0,0,0,0,2.2e-07,0,-1.184e-05,0,2.3e-07,-0.03462791,2.1e-07,1.7e-07,1.9e-07,1.9e-07,0,4.5e-07,-1.21e-06,0,0,-3.275e-05,0,2.7e-06,0,0,3.8e-07,4.04e-06,0,-1.339e-05,0,2.7e-07,0,0,0,0,-4.118e-05,0,0,-9.04e-06,0
"Asp_2.1",-0.00038803,0,-0.00866626,-0.00452102,-0.00644062,0,-0.00905127,-0.01487601,-0.00074568,0,0,0,0,0,0,0,-0.00032864,0,-0.00049201,0,-0.00046308,-Inf,-0.00048945,-0.00949219,-0.0009338,-0.00437997,0,-0.00096029,-0.0008391,0,0,Inf,0,-0.0057084,0,0,-0.09483492,-0.00533338,0,2.902e-05,0,-0.00040136,0,0,0,0,Inf,0,0,-0.00157915,0
"Asp_2.2",0.00016253,0,-0.00162476,-0.0004369,-0.00074989,0,-0.00353102,-0.00385519,0.00014698,0,0,0,0,0,0,0,0.00015305,0,-0.00901245,0,0.00011181,Inf,0.00021204,-0.0041483,0.00015759,0.00022635,0,6.45e-05,-0.00123402,0,0,-0.00124016,0,-0.0009326,0,0,-0.00019427,-0.00163141,0,-0.00695802,0,0.00051719,0,0,0,0,0.00012795,0,0,-0.00430024,0
