"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26"
"Asp_3.3",42148.8223595633,92332.5028677539,36396.0519512875,2528509.27500864,76962.6724385341,23184.6663471748,6532265.22448544,5588336.53080507,50258.6243808644,75225.7710080704,3642997.53921093,64174.1720774145,3456147.98471091,55992.9475307325,61186.9622911398,3321660.85440618,5512217.07838343,110279.290295684,7254888.95313395,54616.4355335498,35755.5003289163,56468.6448712614,113883.539136204,9610093.54671821,2299404.37262126,4684569.06068416
"Asp_4.3",170986.179890142,360799.429396588,149828.130397714,26978701.1545743,277792.359434557,89227.0295954391,49442225.4703542,44943143.0146472,137197.846273549,285604.868550459,31978456.4295595,385743.099077465,33513620.4855648,234501.008235004,127182.749041906,36522637.7277221,46550146.7265311,735585.169213425,57006678.7109212,255377.3176231,99286.8775054163,141141.125067261,474923.815120599,71024355.8402945,18636829.8122695,38098146.3094661
"Glu_0.0",9069999.81946545,10199999.416694,7990009.16835437,95799965.1805561,12699999.8341205,10400008.1781312,45099960.628508,64199956.6249116,8850000,7269999.59935863,37299971.5725493,16199999.3770466,108999961.350713,12699999.740505,14100000,98399961.2970041,62299955.4860946,15999998.7588695,56699956.6549914,13799999.6755423,11500000,16600000,11699999.2012466,87099940.3108632,32799975.004615,53399964.0929927
"Glu_1.0",139453.978068669,176899.862760974,135308.743480977,8231449.61198121,243564.762749696,138056.644201577,3971930.64334476,5980181.4752627,142957.093397165,134892.890394862,2857816.9117638,284126.173867022,9681057.28464424,206567.50892063,207779.097954806,8542827.76526344,5855060.25178472,328970.136245221,4576149.15779999,227027.358388525,161514.86712626,242456.242982252,222712.469841715,8829102.68983343,2331297.37243364,4748557.1355559
"Glu_1.1",635126.576030577,841082.514237592,514938.37189035,26327066.2882031,853010.062837112,494367.562947605,19846744.5957549,23557128.0574742,533435.230266864,614938.103684377,13895833.6117457,1331716.88279516,31628491.5530378,913010.804583066,696490.027882806,28310705.1491208,23615269.6301327,1458367.31233688,21981335.2511188,971460.895947638,552881.937634914,798420.883890393,1046242.73490344,33151343.9601158,11370330.8775383,18755927.5874398
"Glu_2.1",132912.544221446,235464.636432878,90461.5729093403,10936278.1640902,185503.864098998,5596.42405409461,11954922.8608135,12505975.6232419,90758.0056536292,178043.485444803,8515417.25392337,322743.472802029,12596323.3928393,209513.780088419,10385.5368601394,11934385.6135367,12819540.1714574,461114.836949939,13597920.9745443,201676.642904758,8822.49153857735,10419.4052907653,295339.593641347,17672629.442988,6809002.08179269,10004734.497931
"Glu_2.2",89977.8774090847,217165.813292222,57743.1822504798,4894743.54137036,112943.539613069,17451.3358163254,7345992.82218864,6202593.89930008,58892.9428944191,143971.313004116,5377508.04623081,210737.091768615,6095373.47137371,147963.894827866,22171.9819208064,5220940.39455252,6249332.92205387,391542.569339872,8638239.33779698,136715.604167457,46417.6248804955,37521.7097726836,231223.120807516,8968534.89083385,4517883.91371522,4872744.2371385
"Glu_3.2",568208.915923258,1252117.13720921,315305.410396182,27664991.2870088,656924.923155442,8579.88412122675,44562392.6395988,39497405.4396338,308907.550084482,954441.238846082,33696505.5176567,1349988.99607605,31132514.434208,805565.411413144,6537.78176115655,30943537.2049444,41266671.2277207,2398790.52259816,52646710.2012884,855495.866797621,22369.3120172579,12969.5498241831,1534029.28800361,55232971.8111389,28397820.5158947,32115531.4522099
"Glu_3.3",9769.07278293492,25793.2057982559,0,461695.280386567,10623.70798156,0,1110261.49651892,732151.226681088,7892.04487606779,15646.7889840921,896725.566160384,18956.6749555476,595282.621559439,19963.9155664138,5298.0523501973,563243.922643115,716965.05015154,44814.0413353863,1512836.66343853,15204.2993039772,11036.0524323702,7708.72334679847,28004.5263636559,1067312.76915589,676278.404388439,558466.370326058
"Glu_4.3",0,0,0,0,0,24415.7380622552,0,0,1294.36935734918,0,0,0,0,0,30913.7030531265,0,0,0,0,0,29104.8330204698,33923.5085397143,0,0,0,0
"Glu_4.4",193237.534952509,390259.791766865,136558.396420625,5111921.01445274,253560.252354006,91304.85857709,10707738.9077769,8168351.5101276,129830.989234066,289246.803223236,8212522.4311319,431229.720991604,5752651.51245891,291343.602458831,116071.502634946,5768183.16917671,8749142.32345597,725956.381854397,13057491.9127818,296766.837323404,104560.322933374,140494.538274251,478688.003736425,11680975.5265424,6712666.61305863,6531918.95561647
"Glu_5.4",3716802.66207198,7342193.08377876,2761663.39806355,41701239.9122131,4993676.74065459,2474706.52795488,97416807.1888895,72361413.0991159,2851831.91775068,5399107.15698456,80428538.5670049,7899620.57556201,46337994.5680237,5270655.00276149,3333307.89628262,47340675.1094688,78821457.0313168,12747493.9856493,112942558.080435,5489926.60315202,2813659.01831519,4002129.91113741,8935932.40142035,96757946.3400642,72141753.6814858,60403505.3667373
"Gly_0.0",2380000,970000.000000004,1229998.51175803,11400000,166993.0158071,1609999.58926376,17800000,6940000,3079994.68824283,2350000,16700000,3450000,14800000,4e+06,4029985.12408856,14800000,10300000,7250000,36700000,4060000,198991.93697056,2870000,4480000,17200000,17800000,6880000
"Gly_1.1",49786.3927659373,24828.0676398948,43407.7353478481,345556.671231786,5902.68055464629,50704.1686518304,673360.416484725,188209.06125865,88256.5361205572,67263.8752100639,537534.77276938,82089.5189254087,341108.66089741,101002.340783082,95370.0816244389,381108.660897407,304731.027516442,196941.742669338,1282546.47668479,95047.3758948342,5915.47450483411,61654.1795118582,92362.6216770553,552910.065367261,593360.416484721,212164.026146902
"Gly_2.2",3262.77881643581,264.663979360931,0,14623.5179203114,0,0,39804.698389403,18002.3361015955,0,6316.12308180742,27344.3669511105,335.633711415701,27577.9077197137,1479.02075597556,0,24607.9311275481,18484.4920756147,3259.88948978704,64919.6111779584,10644.099195896,0,81.329813514749,5778.92109802483,43018.8086548921,30744.6515737456,16150.7681952004
"Orn_0.0",6.4e+07,55600000,49700000,2910000,66400000,61600000,9920000,3860000,68700000,47800000,7570000,78200000,5020000,80900000,90700018.1737239,4650000,5290000,94400000,16200000,88900000,68400000,91400011.5750515,74700000,8310000,5420000,3190000
"Orn_1.1",5498371.60712362,4395460.33368865,3856391.70115694,208472.8340114,5762060.54239076,5334682.67185648,673247.599104164,311933.037554643,5935595.77202177,3643471.29407046,474635.516655088,8100197.80745418,337716.022933761,7934347.85962971,10369297.6672094,373147.312080079,396131.028151314,10705098.1205073,1124900.31305317,9646644.31052016,6165134.65511337,9700414.7608559,7044818.11018961,691772.938362455,404330.845478281,269903.209792567
"Orn_2.2",301630.697682642,333205.665874045,212662.111929802,36869.6849132521,300530.229586511,232884.8714149,108477.625052139,83774.3406568692,259770.59736579,221443.578104388,64438.416337787,387554.028490255,76252.8470136731,424355.11331501,638905.870645172,93181.1135499866,74548.2347232541,613893.940339484,139065.068434499,458634.433295676,191561.633172647,525324.332445535,472711.102488062,224224.555497226,85837.6089418499,78721.7666971145
"Orn_3.3",112942.845579902,518412.470130414,53798.2562908815,41850.22047166,166495.965789581,802.960477019516,250324.154556063,135850.489764912,75386.2078433216,239184.169943918,95206.7305712874,246447.05873248,90911.1517781711,150220.0455365,0,134141.05569592,141920.618437649,527834.825431464,211648.846937482,182793.713736007,10078.5714539881,0,414443.206219562,493463.869694793,193543.020413508,181715.59263551
"Orn_4.4",25215.0789793357,109212.229654067,12552.7156290859,27047.4246978895,36649.3216271817,13759.7564806936,46528.6977665497,33504.7813675177,28318.2134802652,66878.0433460163,21978.1348931933,69031.504751409,22607.9559596691,26414.3361754761,6261.43536997519,68796.6004871017,40320.8412582118,129650.345834322,50525.0277974981,37673.2682724963,8716.07230514567,6213.26999441198,97738.6971243809,71615.8208405466,41551.9335931172,26369.3376828918
"Orn_5.5",424700.100557295,2140599.89639169,188133.650078269,85848.9038307946,626755.415681373,5094.14986025001,702520.014701374,294570.04813101,296927.853323834,1059089.53718031,306287.759009495,922029.21852108,132300.953171422,545593.378647656,5108.50294187087,255099.983693938,319805.4040265,2457370.37406863,666585.244423988,686775.409597094,5481.8802607729,6386.39224114529,1792759.51387832,985367.092854783,579914.327950528,388614.075175637
"Pro_0.0",6460000,3700000,3660000,7090000,1070000,4900001.04694025,16700000,9280000,6790000,5710000,9829999.99999999,10100000,9289999.99999999,1e+07,10500000,9889999.99999999,10700000,14600000,20700000,10700000,1440000.31325226,9050000.00163628,10600000,17800000,11500000,7270000
"Pro_1.1",428876.83859138,316074.969471837,217063.348180249,1157559.87393388,69810.8695499677,276405.685119635,4719851.88923776,2028696.13964829,414472.714246977,479158.939374107,2241355.93240762,737934.376125833,1438199.04497119,712905.322896867,588050.589041708,1728373.364345,2228108.69549965,1334241.77142943,4791014.01839652,728108.695499646,84413.0400480487,533129.343835381,923079.642270681,3915171.47475642,2538341.1213314,1528612.16974602
"Pro_2.2",83431.004525689,135798.283117159,31806.474307557,510698.133577351,8469.17551497533,5889.45754912506,3615816.61189363,1222715.31661837,47784.4222391472,201301.0617889,1758206.4387827,150007.684747426,652997.01882955,95967.8061578679,27594.5660332612,761276.964887487,1392636.269553,525148.239164279,3633641.56044678,128200.471118461,1537.52764081999,11705.3534197071,358224.509632627,2437941.50150597,2061487.25682137,951964.628565005
"Pro_3.3",163751.901547801,403823.774385575,57714.5875634459,954097.743149955,22842.9119676352,0,9231219.78111121,2861778.64531329,85423.2849067201,558768.367982842,4643464.29203664,371085.742737494,1204323.50362087,291982.658020478,1218.19821968612,1516674.91834364,3331458.00446463,1539754.21435314,9878567.09170329,273051.542415641,0,32.1286102454221,1042252.72249,5775186.64473198,5595737.26989782,2319449.53551537
"Pro_4.4",27707.0703315563,69985.3714743933,9366.66032614261,103419.625119441,6881.90692465139,1993.89609918733,1413438.20738628,340177.464446866,15254.3084128521,100525.354829795,795699.900477313,63958.764776363,124832.919009462,50287.5666828407,2910.71483383906,164428.458710664,425524.193743083,299007.5320151,1661034.13486844,49879.987280326,0,0,195137.164286234,723900.989049489,906067.039852768,281269.526324316
"Pro_5.5",508411.809255353,1413578.88522327,139104.706085154,1697841.44470647,56489.6863445183,0,23462412.9736007,5992172.96039964,238602.869659382,1870926.47995126,13626600.7352223,1114096.25493801,2024934.10576071,866359.692186312,400.963092584743,2730689.72764571,7364509.72169718,5333913.10147651,27345460.9075148,881504.609964988,2316.98426890058,71.4261089696641,3322701.05727125,12421817.1506454,16214194.7587695,5109079.77267326
"Ser_0.0",5429998.27079387,2739995.17370523,4650000,4450000,6450000,5739997.67690535,8030000.21682974,7350000,7110000,2170000,6970000,7010000,4980000,7899983.44822612,11900001.0094614,5430000.6025878,11300000.4326821,7060000,15500000,8220000,7440000.00492999,9179999.99999999,3780000,13200000,6530000.31723623,5350000
"Ser_1.1",216245.493816796,117343.91599353,160149.293884312,188121.367265636,261400.633452435,196784.046016562,359617.385367324,302526.303236493,288492.791294085,94803.0038126828,272473.242661002,270478.827984743,187695.372805136,316981.405551157,476643.624413914,219247.457169037,446570.134647046,277985.809639413,687164.312947717,298147.784027759,307038.782261044,365281.831797417,150527.813093052,521843.156832889,325406.144415244,225247.037049696
"Ser_2.2",0,0,1433.28664351411,4682.95915873062,1085.52448857654,0,13989.3185607663,5535.31689671484,248.27737972539,1561.66907105099,6738.07720224664,568.645378344356,14716.6179523966,0,1361.39008805067,3914.22437881023,10469.9391414002,333.251929392486,16799.0325527003,6930.62041739475,1579.70708961646,130.314449387106,1736.02825952121,9252.26516115929,14114.6575725466,532.193034494089
"Ser_3.3",1631.28038358985,0,872.418833931085,565.842995623642,265.358471582048,0,0,968.897825916614,1312.01653183822,1502.89486282983,3574.54847304929,1133.86913584028,130458.45744224,1182.2219126785,0,0,0,2695.52558226858,161.32023897712,1416.87925448958,0,566.484732481414,768.878176821101,2721.36794442245,0,1355.09676113262
