"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26"
"Glu_3.2",652982.33710365,1440351.72949969,361825.45319516,31585407.999415,753776.73765872,9670.99469284,51103421.2698034,45220126.2269198,354552.65435803,1098307.92992174,38665703.8648018,1550858.38437428,35527809.5899814,924701.89808127,7259.07620785,35342304.436857,47258380.963891,2759139.90139603,60397946.7761459,983004.25153341,25344.37866311,14465.70020764,1764733.95182508,63226672.7018654,32598149.2458183,36775950.9339767
"Glu_3.3",8535.89150935,22996.41384825,0,369279.93244099,8929.893294,0,1036844.12462922,630673.94634547,7576.1602477,13428.51362496,855346.34599694,15243.59612788,489962.71405345,18697.17231211,5802.76537111,473588.52589337,609135.35902831,39202.53084386,1461192.33290378,13366.76915934,11820.34768848,8246.22078799,24826.1445704,925789.50877733,628043.11438651,473674.5283314
"Glu_4.3",0,0,0,0,0,27855.99418819,0,0,0,0,0,0,0,0,35331.74116595,0,0,0,0,0,32792.77249452,38604.53573741,0,0,0,0
"Glu_4.4",222199.91067769,448706.1947507,156948.50136301,5879019.52789004,291576.75021949,104987.77257745,12309030.4259147,9392754.91587611,149252.10035518,332606.74758635,9439917.73300018,495920.77351067,6615003.02071942,334940.86092006,133428.62036211,6633135.55170148,10061161.7737169,834732.01174554,15007712.0666408,341244.5686484,120121.8313154,161489.18473265,550422.82518955,13431398.4334928,7716816.47131551,7511479.88749271
"Glu_5.4",4225314.7977587,8346324.70870802,3139819.47803217,47325235.7551132,5677188.20792962,2814256.66729969,110611805.901686,82146782.691419,3242620.53394436,6137401.22391032,91336756.8651803,8979851.93021146,52585536.9954954,5991538.8905876,3790772.48140268,53726575.3900727,89486007.9907234,14489791.9438665,128230204.944199,6240853.65777246,3199691.7802308,4551410.72175568,10157963.6894941,109827893.646813,81938119.2008123,68577206.446065
"Gly_0.0",2662745.83866678,1085291.30871476,1376191.22486951,12754970.0199466,186842.18919549,1801357.77481615,19915654.9434254,7764867.71389733,3446071.80843542,2629313.99533988,18684912.2222025,3860056.04352909,16559083.8855448,4475428.07717425,4508976.91221405,16559083.8855448,11524227.2987237,8111713.38987834,41062052.6080738,4542559.49833187,222644.59019082,3211083.31547064,5012120.70163114,19244340.7318493,19915654.9434254,7697736.29273972
"Gly_1.1",0,4256.58782993,18571.61255261,109535.22371781,2514.504793,17549.82376141,319137.69660413,42157.66459315,23891.1957448,18186.07177291,195132.18934844,8248.66417769,23203.74996666,16023.84029464,8996.87348401,67479.15993414,90683.8151349,44401.2433665,540903.85062654,7995.76508763,1759.99304315,0,0,200179.10382053,230586.87666916,70109.67428553
"Gly_2.2",3177.60419441,120.01756963,0,13381.01671369,0,0,37892.88300904,18373.21979904,0,6420.79625287,25716.06868243,0,28054.82592163,935.74236936,0,24328.83118377,17951.56174754,2165.91115778,60600.80779908,11050.09884604,0,0,5512.01809066,42762.18308975,28919.24882944,16054.27533155
"Orn_0.0",77986997.4922475,67751204.07139,60561777.7400734,3545971.29222563,80911509.8982068,75062489.1002382,12087984.6112984,4703590.78625118,83714167.6205844,58246538.7520223,9224399.5471299,95290362.5608399,6117105.11579817,98580439.0175441,110522237.684808,5666242.78654611,6446112.76146858,115030821.301065,19740458.7402252,108328813.704075,83348603.5698395,111375208.282575,91025448.6354827,10126124.205634,6604523.85012471,3887164.40625421
"Orn_1.1",2456028.70860097,1674074.86894046,1408857.42123464,61606.28524324,2617446.51729221,2415156.423814,164898.44897666,124395.78516424,2676702.50350136,1276045.37108461,78671.71921993,4666821.97739199,79854.37358991,4290869.38425831,6587421.79329998,146688.22435056,132672.24312703,6750936.60341321,299962.21670498,5833519.0671234,2972971.22839165,5735409.78687467,3622725.79833237,292190.43248449,134082.19842437,117407.28672053
"Orn_2.2",165322.27678833,248165.46630263,123986.56630855,37274.60291926,153752.89167745,87851.87559869,108474.25300602,89200.78921623,99397.65028193,142794.49867279,62921.6993184,153362.67808038,80518.62471666,209575.96187789,350378.7096053,98363.13874282,75848.40232939,311496.83751714,130411.07999193,173271.48204831,5789.22821084,251217.09531974,304492.02525197,243313.17256394,89070.50570801,84408.87608633
"Orn_3.3",125306.08594239,601702.10581101,57784.11615866,48094.64659982,188715.32214985,0,291601.20237715,157276.58103552,82889.37290382,276027.27468731,110142.68836964,281474.0818923,104546.94804635,166354.28802718,0,154938.4898836,164839.99293546,606719.42574743,245079.49882265,204772.52661792,8642.04433814,0,475602.31493969,574077.4987447,225319.26902955,211559.07762054
"Orn_4.4",26675.4963677,114500.26062723,13361.27158901,30527.81413302,38667.8286625,15587.87760961,48030.19149251,35710.27472626,31226.40455644,72095.0647352,23273.67479012,74469.08248015,24122.74664101,27171.14856429,5523.85526686,76950.44563585,43508.70373559,138198.61607569,53681.60480027,39494.8828736,9965.9319509,5860.3334591,103775.99053343,71220.70315506,43646.84787083,26221.70782397
"Orn_5.5",490115.33465292,2470530.34943586,217094.21545043,98800.49020006,723300.05752964,5693.10144513,810676.79494291,339750.04188581,342528.45924289,1222163.88796914,353419.35320544,1063869.16640048,152502.28616823,629704.76039374,5754.55912782,293731.56125914,368805.87899452,2836061.56900331,769126.42597816,792596.251276,6221.74009947,7245.14408948,2068995.8345565,1137009.54303977,669154.29731611,448441.28277368
"Pro_0.0",7468319.1462842,4277520.25406371,4231276.79185761,8196653.67603019,1237012.61401302,5664825.09519913,19306645.4710443,10728483.2318138,7849827.70948448,6601254.22991994,11364330.8371476,11676474.2070388,10740044.0973654,11560865.5515235,12138908.8290997,11433696.0304568,12370126.1401302,16878863.7052244,23930991.6916537,12370126.1401302,1664764.42040561,10462582.1615837,12254517.4846149,20578340.6817119,13294995.3842521,8404749.25595761
"Pro_1.1",90958.41199358,132652.80179207,21885.60908577,885399.27371588,13663.66357823,13022.08898583,4365266.61552475,1746279.25148739,54073.47020413,194854.84976953,1955483.90337121,219296.29943143,1070299.51671419,196855.2231209,23131.49742049,1365066.27463907,1886522.77217098,622975.0260287,4199253.38896449,170948.12865264,7432.98502624,49917.52137378,400124.6667248,3376904.71160735,2191860.18984654,1298644.76693282
"Pro_2.2",81956.90284807,143077.98699364,30207.25416344,530564.60378124,7581.63084735,0,3882281.75693629,1296452.49953241,42765.44192865,211870.29276007,1892667.33758206,146976.21767571,680747.09815063,86924.08650431,16334.79787947,789853.36743262,1480832.49256125,548206.08547273,3904261.25800601,123576.96036135,0,0,374167.85648845,2590387.12723362,2223495.78925614,1011923.07191529
"Pro_3.3",180514.47791495,447292.63262509,63567.56224467,1050250.39525436,25301.80203132,0,10205311.050552,3160447.28940533,94114.34005477,618453.8188641,5135526.03604573,410371.30939461,1325367.03448126,323770.0491239,674.67296886,1671291.11692743,3680158.09109314,1705325.37527049,10929285.2506278,301410.41696565,0,0,1154232.57636794,6378858.05843724,6190667.97181314,2562848.71445779
"Pro_4.4",26790.50090801,67879.24784274,9001.44713023,91863.7936865,7076.76515819,2198.28821345,1345483.86218896,308622.45873056,14862.95660929,98012.10506217,770592.98833688,61993.22145953,109636.58533076,48727.82262203,3202.24931926,146042.72485686,391949.01381326,294432.7576561,1604170.12004849,48742.44541599,0,0,191261.8743304,664228.66582421,870117.99011719,256276.83067648
"Pro_5.5",556680.84058905,1547862.2227224,152291.91207771,1858958.62842194,61808.39531239,0,25688569.6955929,6561032.0787022,261230.45394986,2048565.20044962,14919724.6775147,1219832.62179458,2217081.65634897,948577.88832244,404.95840125,2989839.72156481,8063538.04224553,5840197.88618716,29939774.3210913,965172.19631225,2538.03470376,77.08986666,3637990.9241467,13600824.4090245,17753365.3888039,5594192.23081737
"Ser_0.0",6157460.65491149,3107075.04802423,5272976.68706736,5046184.27730796,7314118.46602442,6508995.25593438,9105811.52738762,8334708.86251989,8062534.16879538,2460723.56893444,7903798.74445764,7949140.80980955,5647190.49460531,8958355.3456169,13494263.1738733,6157479.60560896,12813906.7556679,8005837.23330855,17576596.9209603,9321266.23808347,8436751.87471859,10409854.0370519,4286420.54202048,14968456.7326888,7404850.67031916,6066746.12990357
"Ser_1.1",44711.86721702,31759.86333561,10367.6802867,49059.6483623,58283.33588551,11633.50931671,111136.39553883,71842.09667785,64557.5367736,27364.62009096,51959.57177187,48042.32639866,29289.45095993,67655.1426769,101169.45314308,48306.58805264,89654.37301659,54613.77961961,206679.97680983,35261.6048614,73432.34956437,75269.94583522,31258.70664043,104937.31285492,127357.85616409,57752.91446392
"Ser_2.2",0,0,0,2414.23092535,0,0,10005.1269064,1743.15495953,0,302.41017921,3651.51331548,0,13766.60911242,0,0,1174.81299992,5281.39038415,0,8184.19894879,3735.68378926,0,0,0,2881.62984595,10377.91000124,0
"Ser_3.3",1628.95340147,0,928.70755408,583.64293649,151.36535398,0,0,1026.72519955,1234.64058006,1640.73748138,3870.014161,1077.47841029,143080.79296612,1059.59849596,0,0,0,2770.785105,44.35760953,1500.25103955,0,355.19628289,824.92826208,2926.77258711,0,1340.95939641
